ADXSold()
BuyStakeGenesis(address,address[])
BuyStakeMNE(address)
BuyTicket()
BuyTickets(uint256)
BuyToken()
BuyToken(address,uint256,bytes32)
BuyToken(address,uint256,string)
BuyToken(bytes32)
BuyToken(uint256)
BuyTokenAllowed()
BuyTokens()
BuyTokens(address)
BuyTokensWithAffiliate(address)
BuyTotal()
BuyTree()
BuyTroop(uint256,uint256)
BuyUpgrade(uint256)
Buyback(uint256)
BuyerAddress()
Buys(uint256)
Buyshares(uint256)
CAN_SET_FUTURE_REFUND_MIN_GAS_PRICE()
CAN_UPDATE_PRICE()
CHAINLINK_PRICE_DECIMALS()
CHAINLINK_PRICE_DECIMAL_FACTOR()
CONTRACT_CROWDSALE()
CROWDSALE()
CROWDSALE_ACCOUNT()
CROWDSALE_ALLOWANCE()
CROWDSALE_AMOUNT()
CROWDSALE_CLOSING_TIME()
CROWDSALE_DURATION()
CROWDSALE_END()
CROWDSALE_HARDCAP()
CROWDSALE_MAX_ACES()
CROWDSALE_OPENING_TIME()
CROWDSALE_PRICE()
CROWDSALE_START()
CROWDSALE_SUPPLY()
CROWDSALE_TOKENS()
CROWDSALE_UNVERIFIED_USER_CAP()
CROWDSALE_WEI_CAP()
CROWDSALE_WEI_GOAL()
CSALE_HARDCAP()
CSALE_WEI_FACTOR()
CUTOFF_PRESALE_ONE()
CUTOFF_PRESALE_TWO()
CalculatePriceofRigs(uint256,uint256,uint256)
CancelOrder()
CapLevelPrice()
ChangeBuyRate(uint256)
ChangeSaleTime(uint256,uint256,uint256)
ChangeSellRate(uint256)
CharPrice()
CheckBuyAmount(uint256)
CheckIfMainSaleOn(uint8)
CheckMainSaleLimit(uint8,uint256)
CheckTokenPeriodSale(uint256,uint8)
CheckUserCanBuy(address,uint256)
CheckUserCanSell(address,uint256)
ChicagoTokenSalen(address)
CloseSaleFund()
CoinSaleActive()
CreateOrderBook(uint256)
CrowdSale(address,uint256)
CrowdSale_AssignOwnership(address)
CrowdSale_Change_ReceiveWallet(address)
CrowdSale_Finalize()
CrowdSale_Halt()
CrowdSale_ModifyEndDate(uint256)
CrowdSale_Resume()
Crowdsale()
CrowdsaleAddress()
CrowdsaleContract()
CrowdsalePaused()
CrowdsaleToken()
CurrentCoinPrice()
CurrentSalePrice()
DANSSold()
DATE_PRESALE_END()
DATE_PRESALE_START()
DEFAULT_PRICE()
DESALSale()
DISCOUNTED_LOT_PRICE()
DURATION_BEFORE_RESTORE_UNSOLD()
DURATION_PRESALE()
DURATION_SALESTAGELAST()
DURATION_SALESTAGES()
DefiPriceExchange()
DetectSell(address,bool,bool,bool,bool)
DetectSells(address,bool,bool,bool,bool)
DipTokensale()
DisableSelling()
DistributeBuybacks()
DistributionSale()
ECONOMY_BOOST_TRADE()
EDU_PER_ETH_EARLY_PRE_SALE()
EDU_PER_ETH_PRE_SALE()
EDU_PER_ETH_SALE()
EGLSold()
EMISSION_FOR_PRESALE()
EMISSION_FOR_SALESTAGE1()
EMISSION_FOR_SALESTAGE2()
EMISSION_FOR_SALESTAGE3()
EMISSION_FOR_SALESTAGE4()
EMISSION_FOR_SALESTAGE5()
EMISSION_FOR_SALESTAGE6()
EMISSION_FOR_SALESTAGE7()
EMISSION_FOR_SALESTAGELAST()
END_PRESALE_TIMESTAMP()
EXCHANGE_RATE_IN_PRIVATE_SALE()
EnableSelling(uint256)
EndMainSale(uint8)
EndPreSale()
EnddatePresale()
EthPrice()
EtherUSDPriceFactor()
FACTOR_PRESALE()
FAILURE_PURCHASE_TRANSFER_LIMIT()
FAILURE_PURCHASE_TRANSFER_LIMIT_MESSAGE()
FINAL_PRICE()
FIRST_CROWDSALE()
FIRST_SOLDAMOUNT()
FT_TOKEN_SALE_CAP()
FUNDING_PRESALE_MAX()
Firstsale()
ForSale()
GenesisBuyPrice(address)
GenesisSalesCount()
GenesisSalesPriceCount()
GetBuyBackTimeInterval()
GetBuyPrice()
GetEOGPrice()
GetPriceOfRigs(uint256,uint256,uint256)
GetPriceOfTroops(uint256,uint256,uint256)
GetSale()
GetSellPrice()
GetTokenPriceCents()
GetcrowdsaleContract()
HOLDERS_BUY_PERCENT()
HOLDERS_BUY_PERCENT_WITH_REFERRER()
HOLDERS_BUY_PERCENT_WITH_REFERRER_AND_CASHBACK()
HOLDERS_SELL_PERCENT()
IAM_PER_ETH_PRE_SALE_RATE()
ICOPrice()
ICO_PRE_SALE()
ICO_PRICE()
ICO_PRICE1()
ICO_PRICE2()
ICO_PRICE3()
ICOprice()
IEO_SELL()
INITIAL_PRICE()
INITIAL_SALE_SUPPLY()
INITIAL_UNSALE_SUPPLY()
IRC_PER_ETH_PRE_SALE()
IRC_PER_ETH_SALE()
InitialETHPrice()
InitialLastBuyer(address)
InitialPerxPrice()
InitialPriceDisable()
InitialPriceEnable()
InitiateBuyback(uint256)
InitiateBuybackNow(uint256)
InitiateBuybackProcess(uint256)
InitiateBuybacks(uint256)
IsPreSaleEnabled()
IsSaleEnabled()
IsSalesFinalized()
IsTradeable()
IssuancePrice()
June_PRICE()
LISTING_PRICE_MULTIPLIER()
LOT_PRICE()
LastBuyer()
LastPriceUpdateBlock()
LaunchBuyBack(uint256)
LimitBuy()
LimitSell()
LoanStartPriceOf(address)
LogAFailedBuyback()
LogASuccessfullBuyback()
LogFailedBuyback()
LogSuccessfullBuyback()
LogTheFailedBuyback()
MAIN_SALE_END_TIME()
MAIN_SALE_START_TIME()
MARKET_BUY_ETH_LIMIT()
MAT_CROWDSALE_SUPPLY_LIMIT()
MAXIMUM_CROWDSALE_SUPPLY()
MAXSOLD_SUPPLY()
MAXTOKENSOLD()
MAX_BURN_PRICE_MULTIPLIER()
MAX_ETH_PURCHASE()
MAX_SALE_VOLUME()
MAX_SELL_RATIO()
MAX_TOKEN_SALES()
MAX_TOKEN_SELL()
MAX_TRADERS()
MAX_UNSOLD_RATIO()
MEW_CROWDSALE_FUND()
MINIMUM_BUY_AMOUNT()
MINIMUM_PURCHASE_IN_USD()
MINIMUM_SELLING_UCCOIN()
MIN_ARTICLE_PRICE()
MIN_BURN_PRICE_MULTIPLIER()
MIN_CONTRIBUTION_PRESALE()
MIN_CROWSALE_TIME()
MIN_ETH_PURCHASE()
MIN_FUM_BUY_PRICE_HALF_LIFE()
MIN_PURCHASE()
MTP_PER_ETH_PRE_SALE()
MTP_PER_ETH_SALE()
MainSaleCount()
MarketPrice()
MaxBuy()
MaxICOSellSupply()
MinAmountSale()
MinBuyAmount()
NIMFA_PER_ETH_PRE_SALE()
NIMFA_PER_ETH_SALE()
NextSellTime(address)
ONETIMESOLD(uint256)
ONE_DECIMAL_QUANTUM_ABC_TOKEN_PRICE()
ONE_DECIMAL_QUANTUM_ANZ_TOKEN_PRICE()
OVERALLSOLD()
OrderChain()
OrdersPaid(uint256)
PARTNER_SALES()
PERCENTAGE_OF_TOKENS_SOLD_IN_SALE()
PERMIT_BUY_TYPEHASH()
PERMIT_SELL_TYPEHASH()
PIN_PRICE()
PREBUY_PORTION_MAX()
PRESALES()
PRESALE_ADDRESS()
PRESALE_ALLOCATION()
PRESALE_BONUS()
PRESALE_CLOSING_TIME()
PRESALE_CONTRACT()
PRESALE_ETH_CAP()
PRESALE_ETH_RAISE()
PRESALE_HARDCAP()
PRESALE_ICO_PORTION()
PRESALE_MAX_ETH()
PRESALE_MAX_ETH_PER_ROUND()
PRESALE_OPENING_TIME()
PRESALE_PERIOD()
PRESALE_PRICE()
PRESALE_PRICE_1()
PRESALE_PRICE_2()
PRESALE_PRICE_3()
PRESALE_PRICE_MULTIPLIER()
PRESALE_RATE()
PRESALE_START_WEEK1()
PRESALE_START_WEEK2()
PRESALE_START_WEEK3()
PRESALE_SUPPLY()
PRESALE_TOKEN_SUPPLY_LIMIT()
PRESALE_WEI_CAP()
PRESALE_WEI_GOAL()
PRESOLD_ADDRESS()
PRESOLD_TOKENS()
PRE_SALE()
PRE_SALE_CAP()
PRE_SALE_END_TIME()
PRE_SALE_PERCENT()
PRE_SALE_PRICE()
PRE_SALE_START_1()
PRE_SALE_START_2()
PRE_SALE_START_3()
PRE_SALE_START_4()
PRE_SALE_START_5()
PRE_SALE_START_TIME()
PRE_SALE_SUPPLY()
PRICE()
PRICE_1()
PRICE_10()
PRICE_11()
PRICE_2()
PRICE_3()
PRICE_4()
PRICE_5()
PRICE_6()
PRICE_7()
PRICE_8()
PRICE_9()
PRICE_CHANGE_ENDING_TIME()
PRICE_CLIFF()
PRICE_CROWDSALE()
PRICE_ICO()
PRICE_INTERVAL()
PRICE_MAX()
PRICE_MID()
PRICE_MIN()
PRICE_PREBUY()
PRICE_PRESALE()
PRICE_PRESALE_START()
PRICE_PRESALE_WEEK1()
PRICE_PRESALE_WEEK2()
PRICE_PRESALE_WEEK3()
PRICE_RATE()
PRICE_STAGE_FOUR()
PRICE_STAGE_ONE()
PRICE_STAGE_PRESALE()
PRICE_STAGE_THREE()
PRICE_STAGE_TWO()
PRICE_STANDARD()
PRICE_TO_MINE()
PRIVATESALE_END()
PRIVATESALE_START()
PRIVATESALE_SUPPLY()
PRIVATE_SALE()
PRIVATE_SALE_ACCOUNT()
PRIVATE_SALE_ALLOCATION()
PRIVATE_SALE_AMOUNT()
PRIVATE_SALE_MAX_ETHER()
PRIVATE_SALE_PERCENT()
PRIVATE_SALE_SUPPLY()
PRIVATE_SALE_TOTAL_AMOUNT()
PRIV_SELL()
PROXYSALE(uint256,uint256,uint256,uint256)
PSALE_HARDCAP()
PSALE_WEI_FACTOR()
PSM_PRICE()
PS_PRICE()
PUBLICSALE_SUPPLY()
PUBLIC_SALE()
PUBLIC_SALE_PERCENT()
PUBLIC_SALE_TOTAL_AMOUNT()
PUB_SELL()
PURCHASER_MAX_TOKEN_CAP()
PURCHASER_MAX_TOKEN_CAP_DAY1()
PURCHASER_MIN_TOKEN_CAP()
PepeTokenSale(uint256,uint256)
PlaceSellOrder(uint256,uint256)
PreSaleOn()
PrepareForSale()
PresaleAddress()
PresaleEDUSupply()
PresaleWeiRaised()
PresaleendTime()
PresalestartTime()
Price()
PriceICO1()
PriceICO2()
PriceOfToken()
PriceOneDisable()
PriceOneEnable()
PricePre()
PriceThreeDisable()
PriceThreeEnable()
PriceTwoDisable()
PriceTwoEnable()
PriceUpdateInterval()
Price_OZP_Euro()
PrivateSale()
PrivateSaleAddr()
PrivateSaleAddress()
PrivateSaleIssue(address)
PrivateSaleSupply()
PublicPrice()
PublicSaleAddr()
PublicSaleIssue(address)
PublicSaleSupply()
PublicSalesReleasedAmount()
PublicSalesVestedAmount()
Public_Sale_SUPPLY()
Purchase(address,uint256,uint256,uint256)
PurchaseToken()
RANGEEND_PRESALE()
RANGESTART_PRESALE()
RATE_PRESALE()
RATE_PUBLIC_SALE()
RATE_SALESTAGE1()
RATE_SALESTAGE2()
RATE_SALESTAGE3()
RATE_SALESTAGE4()
RATE_SALESTAGE5()
RATE_SALESTAGE6()
RATE_SALESTAGE7()
RATE_SALESTAGELAST()
RATE_WHOLESALE()
RESELLER_UNLOCK_TIME()
ROLE_PRIVATESALEWHITELIST()
RemoveGenesisAddressFromSale()
RemoveLimitTrade()
RemoveNormalAddressFromSale()
RemoveStakeFromSale()
ResetBuyback()
ResetOrdertoPay(uint256)
Rest_PRICE()
RetBuy()
RetSell()
SALE()
SALES_SUPPLY()
SALE_CAP()
SALE_CAP_IN_USD()
SALE_END_TIME()
SALE_FUND()
SALE_FUNDS_ADDR()
SALE_SUPPLY()
SALE_TOKENS()
SALE_address()
SEED_SALE_TOTAL_AMOUNT()
SELL(address,uint256,address,uint256,uint256)
SELL(address,uint256,uint256)
SELLER_CHECK_STEP(bytes32)
SELLER_STEP_1_OPEN()
SELLER_STEP_2_GET_PASS()
SELLER_STEP_4_ACCEPT(bytes32)
SELLSmart(address,uint256,address,uint256,uint256)
SELLSmart(uint256,uint256)
SELL_FEE()
SELL_PENALTY_INTERVAL()
SHARE_PURCHASERS()
SMILO_SALES_AMOUNT()
STAGE_PRESALE_ETHRaised()
STAKING_LOT_PRICE()
START_PRESALE_TIMESTAMP()
STOP_SELL_TIME()
Sale()
SaleCapReached()
SaleCount()
SaleEDUSupply()
SaleEnded()
SaleFinishTime()
SaleHasEnded()
SalePaused()
SaleStart()
SaleStartTime()
SaleStarted()
Sales()
SalesEnd()
SalesStart()
Sell(address,uint256)
Sell(uint256)
SellFlower()
SellOrders(address,uint256)
SellPrice()
SellSoul()
SellTimel()
SellToken(address,uint256)
SellToken(uint256)
SellTokenAllowed()
SellTokens(uint256)
SellTokens(uint256,uint256)
SetAllowSell(bool)
SetBuyBackDivisor(uint256)
SetBuyBackMaxTimeForHistories(uint256)
SetBuyBackPrice(uint64)
SetBuyBackRangeRate(uint256)
SetBuyBackTimeInterval(uint256)
SetEtherPrice(uint256)
SetGenesisBuyPrice(uint256)
SetGenesisForSale(uint256)
SetMinimumBuyIn(uint32)
SetNormalAddressForSale(uint256)
SetNumTokensSellToAddToLiquidity(uint256)
SetNumTokensSellToAddToLiquidity(uint256,uint256)
SetPresale(address)
SetPrice(uint256)
SetSaleStep(uint256)
SetStakeForSale(uint256)
SetTradeable(bool)
SetUniSwapSaleEnds()
SetdivForPrice(uint256)
SetdivForSellBack(uint256)
SetupCrowdSale()
SetupCrowdsale(uint256,uint256)
SharePrice()
SoldAmount()
SpaceMonPrice()
StartPreSale()
StartdatePresale()
StatsSold()
SurveyTokenSale()
TESTTOKENBUY()
TOKENS_FOR_SALE()
TOKENS_NOT_FOR_SALE()
TOKENS_SALE_HARD_CAP()
TOKEN_AMOUNT_ICO_STAGE1_PRE_SALE1()
TOKEN_AMOUNT_ICO_STAGE1_PRE_SALE2()
TOKEN_AMOUNT_ICO_STAGE1_PRE_SALE3()
TOKEN_AMOUNT_ICO_STAGE1_PRE_SALE4()
TOKEN_AMOUNT_ICO_STAGE1_PRE_SALE5()
TOKEN_PRESALE_CAP()
TOKEN_PRESALE_LIMIT()
TOKEN_PRICE()
TOKEN_PRICE_D()
TOKEN_PRICE_N()
TOKEN_PRICE_USD_CENTS()
TOKEN_PRIVATE_SALE_CAP()
TOKEN_PUBLIC_SALE_CAP()
TOKEN_SALE()
TOKEN_SALE_ALLOCATION()
TOKEN_SALE_ALLOWANCE()
TOKEN_SALE_CAP()
TOKEN_SALE_SUPPLY()
TOKEN_SUPPLY_MAINSALE_LIMIT()
TOKEN_SUPPLY_PRESALE_LIMIT()
TOKEN_SUPPLY_SEED_PRESALE_LIMIT()
TOKEN_USDCENT_PRICE()
TOKETH_PRESALE_ONE()
TOKETH_PRESALE_THREE()
TOKETH_PRESALE_TWO()
TOTAL_CROWDSALE_FUND()
TOTAL_LARE_FOR_SALE()
TOTAL_PRESALE_TOKENS()
TOTAL_PRIMORDIAL_FOR_SALE()
TOTAL_SOLD_TOKEN_SUPPLY_LIMIT()
TOTAL_XB_TOKEN_FOR_PRE_SALE()
TRADES_PER_BLOCK_LIMIT()
TimeLeftBeforeCrowdsale()
ToggleCrowdsale(bool)
ToggleFreezeBuying()
ToggleFreezeSelling()
TokenForSale()
TokenPerETHBuy()
TokenPerETHSell()
TokenPerKRWBuy()
TokenPrice()
TokenPriceInWei()
TokenPriceInWei(uint256,uint256)
TokenSale()
TokenSale(uint256)
TokenSaleStop()
TokensForSale()
TotalCrowdsaleContributions()
TotalCrowdsaleSupply()
TotalpresaleSupply()
Trade(uint256,uint256,bytes32,address,address)
TradeAddress()
TradeStart()
TransferSellAgent(address,uint256)
TransferSellAgentBounty(address,uint256)
TransferSellAgentCreators(address,uint256)
TransferSellAgentMulti(address[],uint256)
TransferSellAgentSiteReg(address,uint256)
TransferSellAgentSiteRegMulti(address[],uint256)
UNISWAP_CUM_PRICE_SCALE_FACTOR()
UNSOLD_SOLD_RATIO()
USD_PURCHASE_AMOUNT_REQUIRING_ID()
USDtrade(address,uint256)
USER_GET_CROWDSALE_TOKEN()
USEsold()
UniSwapSaleEnds()
UniSwapSaleEndsTime()
UpdateCoinPrices(uint64[])
UpdateSellAgent(address)
UpdateSellAgentBounty(address)
UpdateSellAgentCreators(address)
UpdateSellAgentSiteReg(address)
Update_START_PRESALE_TIMESTAMP(uint256)
UserBuyAmount(address,uint256)
VUP_PER_ETH_PRE_SALE_RATE()
ViewSellOrder(address)
WALLET_SALE()
WHOLESALE_THRESHOLD()
WHOLESALE_TOKENS()
WLMTPrice()
WPXSold()
XFMSold()
YUPIE_PER_ETH_PRE_SALE()
YUPIE_PER_ETH_SALE()
YettaCrowdSale()
_BASE_PRICE_CUMULATIVE_LAST_()
_CROWDSALE_PAUSED()
_MaxSellPercentage()
_SellTimeDelay()
__getEthPrice(uint256)
__price()
_affPrice()
_all_buyers_temp(uint256)
_assetPrice()
_batch1_icosaleEndTimestamp()
_batch1_icosaleStartTimestamp()
_batch2_icosaleEndTimestamp()
_batch2_icosaleStartTimestamp()
_batch3_icosaleEndTimestamp()
_batch3_icosaleStartTimestamp()
_batch4_icosaleEndTimestamp()
_batch4_icosaleStartTimestamp()
_buyBackBalance()
_buyBackDivisor()
_buyBackETHbalance()
_buyBackFee()
_buyBackMaxTimeForHistories()
_buyBackRangeRate()
_buyBackTimeInterval()
_buyBackWalletAddress()
_buyFee()
_buyFeePct()
_buyHoldersFee()
_buyLand(address,uint256)
_buyLiquidityFee()
_buySplitFee()
_buyTaxFee()
_buyTokens(address)
_buybackFee()
_buybackTotal()
_buybackpoolFee()
_buyoutAddress()
_buyoutPrice()
_claimPrice()
_crowdSaleSupply()
_crowdsaleAddress()
_crowdsaleCap()
_crowdsalePaused()
_currentPrice()
_deploymentPrice()
_dxSalePresaleWalletAddress()
_dxSaleRouterWalletAddress()
_elPrice()
_forSeedSellAddress()
_getETHPrice()
_getTradedCycle()
_isAutoBuyBack()
_isEnabledBuyBackAndBurn()
_is_address_exist_in_buyers(address)
_last_buyer_index()
_lastlastTransferWasABuy()
_limitSellFeePercent()
_mainsaleSupply()
_maxSellAmount()
_maxTokenSoldICO()
_maxTokenSoldPreICO()
_maxTxAmountForSell()
_maxTxAmountSell()
_maximumBuy()
_minimumBuy()
_minimumBuyAmount()
_mintedSaleTokens()
_normalLevelPrice()
_numTokensSellToAddToLiquidity()
_openTrade()
_opensale(address)
_originalBuyPrice()
_percentSoldInICO()
_percentSoldInPreICO()
_preSaleSupply()
_presale(address)
_presaleBurnTotal()
_presaleEndTimestamp()
_presaleEth()
_presaleMode()
_presaleRate()
_presaleStartTimestamp()
_presaleSupply()
_presaleTimestamp()
_price()
_price_token()
_price_token_ICO1()
_price_token_ICO2()
_price_token_ICO3()
_price_token_ICO4()
_price_token_PRE()
_price_tokn()
_price_tokn_ICO()
_price_tokn_ICO1()
_price_tokn_ICO2()
_price_tokn_ICO_first()
_price_tokn_ICO_second()
_price_tokn_PRE()
_privateSale()
_purchase(address,uint256)
_rebaseLastPriceUSD()
_rebaseLastPriceUSDCumulative()
_rebaseNegativePriceUSD()
_rebasePositivePriceUSD()
_rebasingPriceLastBlock()
_rebasingPriceStartBlock()
_rebasingPriceUSD()
_rebasingPriceUseCurrent()
_removeInitialTradeLimits()
_saleContract()
_saleFinalized()
_saleState()
_saleSupply()
_saleToken_owner()
_salesprice()
_sellFeeAddress()
_sellFeePct()
_sellFeePcts(uint256)
_sellFeePercent()
_sellFeePeriods(uint256)
_sellFeeTimestamp()
_sellHistories(uint256)
_sellHoldersFee()
_sellLiquidityFee()
_sellSplitFee()
_sellTaxFee()
_selling()
_setBuyFee(uint256)
_setDxSale(address,address)
_setMaxTxAmountSell()
_setNumTokensSellToAddToLiquidity(uint256)
_setSellFee(uint256)
_sharesForSale()
_sold()
_soldOutside()
_soldOutsidePMZ()
_targetPrice()
_thresholdPrice()
_toBuyBackPoolChargeAddress()
_toBuyBack_rate()
_tokenPrice()
_tokenSaleContractAddress()
_tokenSaleMode()
_tokenSold()
_totalSold()
_totalTokenSold()
_total_sold()
_trLaunchMaxBuyAmount()
_trLaunchMaxBuySecs()
_trPresaleStageMins()
_trPresaleStages()
_trader(address)
_unsaleToken_owner()
aSellFeeSharehold(address,uint256,uint8)
aSetOverallSold(uint256)
aSetPrice(uint256)
a_viewSellOffersAtExchangeMacroansy(address,bool)
abs_price()
acceptCoinSale()
acceptRefundForReseller(address)
acceptSale()
accountPubICOSale()
accountPubPreSale()
activateSaleContract(address)
activeBuy()
actualPriceDivisor()
actualPriceInCents()
actualTokenPrice()
addAddressToResellerList(address)
addAlreadyBuy(address,uint256,uint256)
addAndSellERC20CollateralOption(uint256,uint256,address)
addAndSellETHCollateralOption(uint256,address)
addApprovedSeller(address)
addApprovedSellers(address[])
addBurnSaleAddress(address)
addBuyer(address)
addBuyers(address[])
addCrowdSale(uint256)
addCrowdSaleTokens(address,uint256)
addCrowdSaleTokensMulti(address[],uint256[])
addCrowdsale(address)
addCrowdsaleAddress(address)
addCrowdsaleContract(address)
addEthForSell()
addLimitOrder(bool,address,uint64,uint32,uint32,uint72)
addManyToPresaleWhitelist(address[])
addMarketOrder(address,address,uint112)
addNewPotatoCoinsForSale(uint256)
addNewSaleContract(address)
addOpenMakeOrder(address,address,uint256)
addOrder(address,uint256,uint256,uint256,uint256,uint256)
addPartnerSaleWallet(address)
addPreSaleBuyer(address,uint256)
addPreSaleEndDate(uint256)
addPreSaleTokens(address,uint256)
addPreSaleTokensMulti(address[],uint256[])
addPreSaleWallet(address)
addPresaleAddress(address)
addPresaleAmount(address,uint256)
addPresaleAuth(address)
addPresaleHolder(address)
addPresaleInvestor(address,uint256,uint256)
addPresaleMultiple(address[])
addPresaleTokens(address[],uint256[])
addPresaleWhitelist(address)
addPresaleWhitelist(address,uint256)
addPrivateSaleBuyer(address,uint256)
addPrivateSaleEndDate(uint256)
addPrivateSaleTokens(address,uint256)
addPrivateSaleTokensMulti(address[],uint256[])
addPublicSaleWallet(address)
addReseller(address)
addResellingAmount(address,uint256)
addSale(address)
addSaleAgent(address)
addSaleOwner(address)
addSaler(address)
addSeller(address)
addSpecialsaleTokens(address,uint256)
addToCommunitySaleWhitelist(address[])
addToPreSaleWhitelist(address)
addToPresaleWhitelist(address)
addTokenSoldInICO(uint256)
addTokenSoldInPrivateSales(uint256)
addTrader(address)
addUniqueSaleTokens(address,uint256)
addUniqueSaleTokensMulti(address[],uint256[])
addrSale()
addressIsCrowdsale(address)
addressPreSale()
addressPrivateSale()
addressPublicPrivateSaleBounty()
addressSalesSupply()
addressToLarePurchased(address)
addressToPurchasedTokens(address)
addressTraders()
addtoPrivateSale(address,uint256,uint256)
adjustDefaultSpritePrice(uint256,uint256)
adjustFeaturePrice(uint256)
adjustMarketPurchase(uint256)
adjustPrice(uint256)
admin_set_shopStorePrice(uint256)
adviserSold()
afterCrowdSale()
afterPreSale()
afterPreSaleState()
afterPresale()
agreeToTrade(address)
allPurchasedSprites(uint256)
allSaleCompleted()
allocatePresaleTokens(address)
allocatePresaleTokens(address,string,uint256,string)
allocatePresaleTokens(address,uint256)
allocateSalesTokens(address,uint256)
allocateToCrowdsalePurchaser(address,uint256)
allocateUnsold()
allocatedTokensForSale()
allowBuy()
allowBuying()
allowCrowdsale()
allowCrowdsaleAddress(address)
allowSale()
allowSell()
allowSelling()
allowSharePriceDecrease()
allowTrade(bool)
allowTradeAt()
allowbuy()
allowedBuy()
allowedToBeSold()
allowedToBuyBack()
allowedToPurchase()
allowedToSell()
alocationPrivateSale()
alreadySold()
amemberBuyFounderDeveloperLicense()
amountBuy(uint256)
amountForSale()
amountOfBRAsold()
amountOfGenesisToBuyStakesSet(uint256)
amountOfMNEToBuyStakesSet(uint256)
amountOfPresalers()
amountOfTokensForSale()
amountRemainingForSale()
amountSell(uint256)
amountSellForOneEth()
amountToSell()
angelSales(address,uint256)
apIssuedSale()
apSaleIssue(address,uint256)
approveAndBuyLottery((address,uint256,address,uint256,uint256),(uint8,bytes32,bytes32))
approveAndInvokePurchase(address,string,uint256)
approveAndInvokePurchase(address,uint256)
approveAndSell(uint256)
approveCrowdsale(address)
approveOrder(uint256)
approvePresale(address)
approveSaleSpender(address,uint256)
approveTokenPurchase(string,address,uint256)
approvedBuyer(address)
approvedBuyerForIndex(uint256)
argentinaTotalToSale()
arrangeUnsoldTokens(address,uint256)
assTokenPrice()
assetPrice()
assetPriceUpdated(bytes32,bool)
assetPricerAddress()
auctionPriceParameters()
auctionStartPrice()
autoBuy()
autoBuyLock()
autoBuybackEnabled()
availableForSellAmount()
availableGeosToPurchase()
availablePrimordialForSale()
availablePrimordialForSaleInETH()
availablePrivatePresaleAmountOf(address)
availablePublicPresaleAmountOf(address)
availableonpresale()
averageBuyInPrice(address)
averagePrice()
average_buyInTimeSum(address)
bPrice()
balance_to_sell()
balancesCanSell(address)
balancesCannotSell(address)
balances_available_for_crowdsale()
baseIcoPrice()
basePrice()
basePrice(uint256)
basePriceRound1()
basePriceRound2()
basePriceRound3()
base_price()
base_virtual_price()
basisOfSale(uint256)
batchAngelSales(address[],uint256[])
batchBuyTokens()
batchEarlyAngelSales(address[],uint256[])
batchPresale(address[],uint256[])
batchPresaleVesting(address[],uint256[],uint256[],uint256[],uint256[],uint256[])
bbPublicSaleWallet()
beginPresale()
beginSale()
beginSell()
betPrice()
blackListSellTxFee()
blessUniPrice(uint256)
blockSell(address)
blocksPriceWindow()
bltMasterToSale()
bondPrice(uint256)
bonusRatePrivateSale()
bonusUnsold()
bonusesSold()
bootstrapPrice()
border(address,address)
bought()
bought(address)
boughtBack(address)
boughtNum()
boughtTokens(address)
bpIssuedSale()
bpSaleIssue(address,uint256)
brazilTotalToSale()
btcPrice()
btycbuy(uint256)
btycbuyPrice()
btycsell(uint256)
btycsellPrice()
